x,y,xvel,yvel
-1836,1972,15,-644
-1836,1969,-263,-782
-1836,1967,-306,-469
-1837,1965,-379,-446
-1838,1962,-574,-860
-1840,1959,-400,-501
-1842,1957,-478,-432
-1844,1955,-450,-563
-1847,1954,-771,-245
-1850,1953,-1116,-159
-1854,1952,-720,-305
-1858,1952,-726,-303
-1861,1952,-888,-303
-1864,1952,-855,7
-1867,1952,-1042,-107
-1871,1953,-1035,-36
-1875,1954,-763,287
-1879,1956,-802,543
-1881,1959,-588,403
-1881,1961,-259,267
-1881,1962,-324,294
-1882,1964,-246,131
-1884,1966,-611,182
-1885,1968,-610,519
-1887,1971,-587,548
-1889,1974,-521,246
-1890,1976,-206,202
-1891,1978,-217,187
-1892,1980,-229,168
-1893,1982,-155,299
-1894,1984,-380,205
-1895,1987,-186,776
-1895,1991,-370,475
-1896,1995,-361,430
-1896,1998,-325,610
-1897,2001,-317,598
-1896,2004,71,400
-1896,2008,-292,445
-1895,2009,-17,-10
-1896,2011,-381,359
-1895,2012,123,45
-1895,2013,-306,-109
-1895,2013,-329,109
-1896,2014,-148,-128
-1897,2015,-214,-92
-1898,2015,-248,-41
-1899,2017,-233,-20
-1901,2017,-629,-113
-1903,2018,-568,36
-1904,2019,-169,372
-1904,2021,-46,174
-1903,2022,-35,313
-1902,2023,-30,50
-1900,2024,519,-106
-1898,2024,137,-112
-1896,2026,296,303
-1895,2027,256,-34
-1894,2027,98,-71
-1894,2028,26,-82
-1894,2029,29,-40
-1894,2030,40,263
-1894,2032,86,-9
-1893,2033,-89,350
-1893,2034,-36,378
-1892,2036,-40,-39
-1890,2037,306,-56
-1889,2038,317,-96
-1888,2039,142,-38
-1886,2040,185,-122
-1883,2040,591,54
-1880,2040,631,-284
-1877,2040,619,-356
-1874,2039,461,-147
-1870,2038,423,-219
-1867,2037,598,-207
-1864,2036,533,-550
-1862,2034,-29,-406
-1862,2032,13,-532
-1862,2030,41,-575
-1861,2028,-50,-431
-1860,2026,308,-490
-1858,2023,-6,-841
-1857,2020,-37,-848
-1856,2017,-39,-800
-1855,2015,-29,-772
-1854,2012,-50,-495
-1853,2010,-47,-470
-1852,2008,103,-391
-1852,2005,-107,-710
-1851,2001,111,-1126
-1851,1997,48,-1032
-1850,1993,14,-706
-1850,1990,-271,-681
-1851,1986,-272,-839
-1851,1983,-162,-726
-1852,1980,-365,-422
-1852,1978,92,-240
-1852,1978,-138,-311
-1853,1977,-137,-215
-1853,1976,8,-513
-1853,1975,26,-213
-1853,1974,61,-238
-1852,1972,77,-572
-1852,1970,81,-636
-1852,1968,38,-406
-1852,1966,-279,-416
-1852,1964,-302,-628
-1851,1963,-99,-400
-1851,1961,-315,-388
-1851,1960,-336,-194
-1852,1958,-178,-515
-1853,1957,-211,-252
-1854,1956,60,-150
-1855,1955,-538,-238
-1856,1954,-609,-157
-1858,1953,-418,-150
-1860,1952,-415,-154
-1862,1951,-226,-190
-1864,1951,-858,-360
-1867,1950,-690,-283
-1871,1950,-672,42
-1874,1951,-657,112
-1877,1951,-1033,-120
-1881,1952,-722,-78
-1884,1953,-771,135
-1886,1955,-216,169
-1887,1957,0,-45
-1887,1958,-152,298
-1888,1960,-533,346
-1890,1962,-387,137
-1891,1964,-549,244
-1893,1966,-520,231
-1894,1969,-150,381
-1894,1971,-374,525
-1895,1974,-131,494
-1896,1978,-357,445
-1896,1981,-339,400
-1897,1984,-367,460
-1897,1988,-295,490
-1897,1992,17,446
-1897,1995,119,411
-1896,1998,-86,387
-1895,2002,-24,390
-1894,2005,298,384
-1891,2007,558,156
-1889,2008,-31,-269
-1888,2008,-24,28
-1887,2008,-25,-62
-1886,2010,-45,290
-1884,2011,259,192
-1883,2014,-25,214
-1882,2016,-26,219
-1881,2018,-39,180
-1879,2021,356,200
-1878,2022,322,-58
-1876,2024,233,-8
-1873,2025,242,-66
-1871,2026,580,-109
-1868,2026,222,71
-1865,2026,523,-171
-1862,2024,222,-202
-1860,2023,189,-192
-1858,2023,-21,-208
-1857,2022,-62,-380
-1856,2021,-97,-212
-1856,2019,-80,-573
-1855,2018,-66,-424
-1854,2015,-82,-510
-1853,2013,-104,-495
-1852,2010,-94,-468
-1851,2008,-86,-443
-1851,2006,-70,-471
-1850,2003,80,-393
-1850,2001,83,-669
-1849,1997,108,-1119
-1849,1993,37,-730
-1849,1989,0,-650
-1849,1986,4,-1029
-1849,1982,-302,-744
-1849,1978,-384,-744
-1850,1975,-182,-662
-1851,1972,-242,-657
-1852,1969,-148,-616
-1853,1968,-150,-182
-1854,1966,-381,-672
-1854,1963,-361,-475
-1855,1961,-134,-522
-1856,1962,-179,213
-1856,1964,-294,151
-1856,1966,111,-51
-1855,1965,266,-429
-1854,1963,-118,-457
-1854,1961,-122,-589
-1854,1959,-344,-568
-1854,1958,-328,-233
-1854,1957,-300,-219
-1855,1955,-145,-215
-1856,1954,-525,-518
-1857,1953,-253,-177
-1859,1952,-425,-345
-1861,1952,-791,-307
-1864,1952,-843,6
-1867,1952,-707,94
-1871,1953,-668,-112
-1874,1954,-770,-106
-1877,1955,-496,-3
-1879,1956,-427,288
-1881,1958,-568,220
-1882,1960,-153,-16
-1882,1963,-302,204
-1882,1965,-298,612
-1882,1969,-270,454
-1882,1972,17,419
-1882,1976,54,398
-1882,1979,89,403
-1881,1982,-127,619
-1880,1985,-100,634
-1880,1989,-63,430
-1878,1992,-32,441
-1877,1996,280,460
-1876,1999,271,612
-1874,2002,358,555
-1872,2005,191,537
-1870,2007,245,240
-1867,2009,249,171
-1865,2012,515,170
-1862,2014,556,132
-1859,2015,386,-62
-1856,2016,155,-96
-1854,2017,181,264
-1852,2019,561,620
-1850,2022,149,521
-1848,2024,-39,-58
-1847,2025,-19,-109
-1846,2025,-77,66
-1845,2026,-32,57
-1844,2026,-64,50
-1843,2027,102,291
-1842,2028,-307,-226
-1842,2028,-43,117
-1841,2028,-61,117
-1840,2029,-67,118
-1839,2029,63,125
-1838,2031,274,261
-1837,2031,324,95
-1835,2032,290,56
-1834,2032,273,45
-1833,2032,-268,-124
-1834,2033,-284,-104
-1833,2033,14,-208
-1833,2032,35,-635
-1834,2029,-312,-408
-1834,2028,-299,-302
-1834,2028,-170,-379
-1835,2028,-192,-314
-1836,2026,-159,-612
-1837,2024,-133,-511
-1837,2021,-350,-793
-1838,2019,-276,-468
-1838,2016,-299,-496
-1838,2014,-347,-776
-1839,2011,-357,-469
-1839,2008,-251,-688
-1841,2005,-563,-890
-1843,2002,-229,-446
-1844,2000,-614,-418
-1846,1998,-415,-599
-1849,1996,-889,-629
-1852,1995,-849,-526
-1855,1993,-890,-225
-1857,1992,-486,-169
-1860,1992,-783,-384
-1863,1991,-809,-337
-1866,1991,-658,-289
-1869,1991,-703,104
-1872,1992,-505,150
-1874,1994,-556,279
-1875,1994,-331,15
-1875,1995,-281,-61
-1877,1996,-390,324
-1879,1997,-630,-34
-1880,1999,-570,370
-1882,2001,-582,160
-1883,2003,-520,209
-1885,2005,-214,180
-1886,2007,-177,147
-1886,2009,-183,128
-1887,2011,-379,339
-1888,2012,-373,228
-1888,2016,-145,783
-1889,2020,-338,456
-1889,2023,8,424
-1889,2026,-288,569
-1890,2027,-518,-106
-1890,2028,-77,-295
-1890,2029,-258,-89
-1890,2030,25,-10
-1890,2031,60,291
-1889,2033,-124,330
-1889,2034,-46,343
-1887,2036,263,324
-1886,2038,269,274
-1885,2039,266,279
-1883,2040,124,113
-1882,2041,313,-36
-1880,2042,131,-45
-1878,2043,188,-80
-1876,2044,555,-112
-1874,2044,561,-264
-1870,2044,489,5
-1866,2044,775,-368
-1863,2043,630,-196
-1859,2042,465,-163
-1856,2041,428,-205
-1853,2040,638,-236
-1850,2039,517,-255
-1847,2037,248,-404
-1846,2034,-53,-886
-1846,2032,-262,-414
-1846,2030,47,-473
-1845,2027,-60,-832
-1844,2024,301,-884
-1842,2021,352,-889
-1841,2017,-57,-654
-1840,2014,-30,-850
-1839,2011,-49,-849
-1838,2008,-67,-822
-1837,2005,-34,-833
-1836,2003,-29,-825
-1835,2000,-22,-813
-1834,1997,-33,-820
-1832,1994,-34,-819
-1831,1991,304,-472
-1830,1988,281,-705
-1829,1985,-259,-851
-1829,1983,-313,-418
-1830,1981,-170,-637
-1832,1980,-466,14
-1834,1981,-432,-315
-1836,1980,-471,-547
-1838,1977,-226,-855
-1838,1974,-355,-806
-1839,1973,-283,-113
-1839,1972,60,-137
-1839,1971,62,-542
-1838,1970,92,-532
-1838,1969,96,-516
-1838,1967,80,-550
-1837,1966,60,-564
-1837,1964,-267,-629
-1837,1962,-321,-582
-1838,1961,-376,-586
-1838,1959,111,-200
-1837,1958,-309,-620
-1838,1956,-305,-591
-1838,1954,-330,-554
-1838,1954,-137,-210
-1839,1953,90,-382
-1839,1952,-235,-223
-1841,1951,-558,-199
-1843,1950,-638,-161
-1844,1949,-406,-149
-1846,1948,-313,-197
-1848,1947,-392,-178
-1851,1947,-725,3
-1854,1947,-1036,-48
-1858,1948,-868,-39
-1861,1950,-670,-12
-1864,1951,-876,269
-1867,1952,-612,318
-1868,1955,-273,535
-1868,1957,-273,169
-1868,1959,-273,581
-1868,1963,0,429
-1868,1966,25,438
-1868,1969,40,423
-1867,1973,79,405
-1867,1976,90,399
-1866,1979,106,406
-1866,1983,121,436
-1865,1986,-128,438
-1865,1990,-126,445
-1864,1993,-118,464
-1863,1997,-126,457
-1863,2000,-128,471
-1862,2004,126,484
-1861,2008,339,772
-1860,2011,-53,565
-1859,2013,-290,273
-1860,2014,-122,88
-1859,2015,-285,305
-1860,2017,-299,-34
-1860,2018,3,-34
-1860,2019,88,298
-1859,2020,97,-113
-1859,2021,84,79
-1859,2021,-218,108
-1860,2021,-152,-139
-1861,2020,23,-253
-1861,2019,-271,-222
-1861,2018,-215,-322
-1863,2018,-595,-9
-1864,2020,-587,290
-1866,2021,-241,256
-1867,2023,-185,-13
-1866,2024,-24,280
-1865,2025,-6,-20
-1864,2026,0,103
-1863,2027,367,-125
-1861,2027,138,17
-1859,2027,187,-260
-1856,2027,207,-321
-1854,2026,147,-345
-1852,2026,357,-349
-1851,2025,141,-177
-1849,2024,137,-236
-1847,2023,140,-552
-1845,2021,382,-592
-1843,2020,152,-625
-1841,2018,171,-421
-1839,2015,203,-439
-1837,2012,313,-669
-1836,2010,91,-612
-1836,2009,37,-225
-1835,2007,366,-801
-1833,2004,161,-802
-1831,2001,360,-790
-1829,1998,273,-801
-1828,1996,-69,-769
-1827,1993,-96,-471
-1826,1991,-71,-493
-1825,1988,-62,-505
-1824,1986,-33,-786
-1823,1983,-17,-808
-1822,1980,-18,-801
-1821,1978,-25,-804
-1819,1975,208,-643
-1817,1971,316,-893
-1816,1969,-89,-844
-1815,1966,-121,-535
-1815,1965,88,-589
-1815,1963,52,-596
-1815,1961,-285,-248
-1814,1960,-324,-427
-1814,1958,-353,-624
-1815,1956,-165,-593
-1816,1955,-130,-365
-1817,1954,1,-375
-1818,1953,-595,-238
-1820,1952,-534,-159
-1821,1951,-606,-132
-1823,1951,-623,-132
-1825,1950,-490,-162
-1826,1949,-430,-177
-1829,1948,-647,-321
-1833,1948,-651,21
-1836,1949,-895,84
-1839,1949,-646,-92
-1842,1950,-855,-108
-1845,1951,-816,-79
-1848,1952,-778,-62
-1850,1953,-507,257
-1853,1954,-511,274
-1855,1956,-472,597
-1858,1959,-237,176
-1858,1960,-296,-121
-1858,1961,-358,-23
-1859,1962,-575,-51
-1861,1963,-636,-98
-1863,1963,-431,-111
-1865,1964,-425,52
-1867,1964,-633,31
-1870,1965,-790,-109
-1872,1966,-775,381
-1874,1967,-546,274
-1876,1969,-527,369
-1877,1971,-189,376
-1877,1973,-138,331
-1878,1974,-147,318
-1879,1976,-140,325
-1880,1978,-165,347
-1880,1979,-182,361
-1882,1981,-236,145
-1883,1983,-246,174
-1884,1986,-234,173
-1885,1988,-253,174
-1886,1990,-216,173
-1888,1992,-391,144
-1890,1994,-252,216
-1891,1996,-163,149
-1891,1999,-347,193
-1892,2001,-327,142
-1892,2002,-383,40
-1893,2003,-274,380
-1893,2005,17,342
-1892,2007,56,303
-1892,2008,81,81
-1891,2008,319,-18
-1889,2010,380,333
-1887,2012,356,277
-1886,2013,319,-42
-1884,2014,-82,276
-1884,2014,32,-171
-1883,2013,275,-602
-1882,2011,-117,-170
-1882,2011,-309,-53
-1882,2013,-341,-32
-1883,2014,-241,48
-1884,2014,-527,-317
-1884,2014,-1,115
-1883,2014,-19,106
-1881,2015,236,-328
-1879,2014,-36,22
-1878,2015,-7,17
-1877,2015,331,-259
-1875,2014,160,-319
-1873,2014,175,-361
-1870,2013,604,-240
-1867,2012,579,-529
-1865,2011,209,-255
-1863,2009,152,-607
-1861,2007,377,-632
-1859,2005,187,-823
-1857,2002,339,-829
-1855,1999,278,-651
-1854,1996,-104,-846
-1854,1993,68,-884
-1854,1990,-267,-751
-1854,1986,-367,-705
-1855,1983,-200,-712
-1856,1979,-253,-848
-1857,1977,-567,-794
-1859,1974,-394,-485
-1861,1972,-244,-593
-1862,1970,-470,-643
-1865,1966,-455,-869
-1867,1963,-385,-885
-1869,1960,-557,-868
-1870,1957,-404,-800
-1872,1955,-185,-607
-1873,1954,-213,-584
-1874,1952,-178,-612
-1875,1950,-180,-579
-1876,1949,-187,-568
-1877,1947,-351,-621
-1877,1946,-316,-539
-1877,1944,-317,-251
-1878,1943,111,-226
-1877,1941,86,-631
-1878,1939,-375,-427
-1878,1937,-145,-408
-1879,1935,-160,-399
-1879,1934,19,-343
-1880,1933,-329,-539
-1881,1931,-218,-523
-1882,1930,-224,-231
-1883,1929,-238,-206
-1884,1928,-248,-198
-1885,1927,-513,-190
-1887,1926,-514,-181
-1888,1925,-255,-178
-1889,1924,-255,-178
-1890,1924,-313,-268
-1890,1924,-366,-285
-1891,1923,-381,-281
-1892,1923,-136,-276
-1892,1923,-366,-270
-1893,1923,-330,71
-1894,1924,-521,-104
-1895,1924,-578,23
-1897,1924,-574,6
-1899,1924,-572,-274
-1900,1924,32,-267
-1900,1924,-384,-355
-1901,1923,-537,-513
-1903,1922,-575,-312
-1904,1922,-558,-289
-1905,1921,-306,-343
-1906,1921,-226,-308
-1907,1921,-515,73
-1908,1922,-241,112
-1909,1922,-157,118
-1910,1923,-194,-268
-1912,1924,-526,-64
-1913,1926,-138,308
-1913,1927,-368,139
-1914,1929,-318,167
-1914,1931,-176,146
-1915,1934,-323,613
-1915,1938,-282,542
-1915,1940,51,241
-1914,1943,-126,248
-1913,1945,-6,528
-1912,1948,292,240
-1910,1950,359,233
-1908,1953,376,175
-1906,1955,191,183
-1904,1957,607,524
-1901,1959,589,196
-1898,1962,394,160
-1894,1964,458,348
-1891,1965,396,-24
-1887,1966,496,-85
-1883,1967,793,-116
-1879,1967,818,-330
-1876,1967,184,76
-1875,1967,-202,-159
-1876,1966,-334,-193
-1876,1965,78,-525
-1875,1964,-81,-579
-1874,1962,316,-374
-1873,1962,-49,-378
-1872,1961,322,-140
-1870,1960,130,-223
-1868,1959,357,-227
-1866,1958,297,-199
-1865,1957,-10,-159
-1864,1957,-26,-366
-1864,1957,32,-98
-1864,1958,-260,-359
-1864,1957,-304,-395
-1865,1954,-203,-789
-1866,1951,-186,-870
-1866,1949,-143,-386
-1867,1947,-132,-541
-1867,1946,-167,-485
-1868,1942,-165,-720
-1869,1939,-360,-890
-1869,1936,-313,-420
-1870,1934,-319,-650
-1870,1931,-304,-892
-1871,1928,-592,-665
-1872,1925,-517,-504
-1873,1923,0,-516
-1873,1922,19,-161
-1873,1921,45,-167
-1873,1920,65,-213
-1872,2175,86,-236
-1872,2173,-300,-494
-1872,2171,56,-569
-1872,2170,118,-567
-1871,2168,-97,-588
-1870,2167,291,-179
-1868,2165,363,-543
-1867,2163,98,-602
-1867,2162,64,-517
-1867,2161,36,-239
-1867,2159,-120,-183
-1866,2158,97,-410
-1866,2156,-334,-234
-1867,2155,-173,-248
-1868,2154,-245,-245
-1869,2152,-617,-542
-1870,2151,-407,-230
-1872,2150,-602,-160
-1874,2150,-440,-145
-1876,2149,-441,-366
-1878,2148,-864,-139
-1882,2148,-731,-301
-1886,2148,-1124,68
-1890,2148,-731,105
-1893,2149,-868,82
-1896,2150,-885,358
-1899,2152,-493,286
-1901,2152,-150,-326
-1901,2153,-178,-82
-1902,2154,-555,282
-1904,2156,-500,153
-1906,2158,-440,136
-1908,2160,-403,382
-1910,2161,-567,265
-1911,2162,-520,-28
-1913,2164,-550,318
-1915,2165,-443,280
-1917,2166,-493,-92
-1920,2167,-413,106
-1665,2166,-212,-366
-1666,2166,117,-319
-1665,2165,68,-537
-1665,2164,-362,-226
-1667,2163,-791,21
-1670,2164,-772,382
-1671,2165,-531,-22
-1673,2166,-372,-125
-1673,2167,-157,-14
-1674,2168,-530,-19
-1675,2169,-148,307
-1676,2171,-345,162
-1676,2173,-314,202
-1676,1920,-281,208
-1676,1922,15,210
-1676,1924,63,223
-1676,1927,116,544
-1675,1930,-105,584
-1674,1933,-29,417
-1673,1936,-2,533
-1671,1939,269,194
-1670,1941,192,513
-1667,1943,791,343
-1919,1945,145,-79
-1918,1945,259,107
-1916,1946,209,-69
-1913,1947,607,-15
-1910,1948,413,267
-1906,1950,491,-64
-1903,1951,436,-73
-1899,1951,428,-52
-1896,1952,799,-31
-1892,1953,629,88
-1890,1954,-6,290
-1889,1955,-10,-94
-1888,1956,275,-101
-1886,1957,315,-116
-1885,1957,291,74
-1884,1958,-116,58
-1883,1958,296,-335
-1881,1957,-5,-367
-1880,1956,304,-144
-1879,1957,311,25
-1877,1956,289,-165
-1876,1955,-77,-195
-1875,1954,-86,-575
-1875,1952,-118,-608
-1874,1952,118,-356
-1874,1951,87,-608
-1874,1948,-201,-1049
-1875,1944,-225,-648
-1876,1941,-537,-671
-1877,1938,-514,-823
-1879,1935,-602,-854
-1881,1932,-575,-444
-1883,1930,-425,-618
-1885,1929,-498,-534
-1888,1927,-827,-210
-1891,1927,-856,-373
-1894,1926,-813,-330
-1897,1926,-854,-309
-1900,1926,-865,-308
-1903,1925,-868,-339
-1906,1925,-1033,-382
-1910,1924,-1032,-157
-1914,1923,-891,-218
-1917,1922,-508,-464
-1919,1920,-786,-633
-1666,2174,-152,-572
-1667,2173,-574,-304
-1668,2173,-232,0
-1669,2173,-198,16
-1670,2173,-343,73
-1670,2174,-166,-84
-1672,2175,-236,-33
-1673,1920,-614,-56
-1675,1921,-635,-85
-1677,1922,-276,-330
-1678,1922,-569,61
-1680,1922,-569,52
-1681,1922,-569,46
-1682,1923,-182,78
-1684,1923,-601,-74
-1685,1924,-513,-55
-1687,1925,-249,318
-1688,1927,-181,307
-1688,1928,-174,335
-1689,1929,-210,168
-1690,1932,-171,165
-1691,1934,-360,547
-1691,1937,-316,613
-1692,1940,-274,440
-1692,1943,-289,449
-1692,1947,32,504
-1692,1950,70,616
-1691,1954,-87,606
-1689,1956,352,352
-1688,1957,-65,88
-1687,1957,-83,13
-1686,1957,-34,-61
-1685,1958,256,277
-1683,1960,312,353
-1682,1962,256,381
-1680,1964,291,140
-1679,1966,285,376
-1677,1967,305,347
-1676,1969,312,321
-1674,1971,152,270
-1673,1972,360,-45
-1670,1973,549,-61
-1667,1974,535,-91
-1665,1974,591,-87
-1918,1975,631,108
-1915,1976,549,36
-1912,1975,238,-594
-1911,1973,-115,-129
-1910,1973,-376,-297
-1911,1973,-286,-205
-1911,1972,111,-248
-1909,1970,135,-399
-1907,1968,153,-549
-1905,1967,164,-175
-1903,1967,-66,-335
-1902,1966,-89,19
-1902,1967,-120,72
-1901,1967,-82,-117
-1900,1968,-37,-69
-1899,1970,372,376
-1897,1971,516,53
-1895,1971,280,-285
-1894,1971,-28,-340
-1893,1970,-49,-168
-1892,1969,-86,-186
-1891,1968,-79,-231
-1890,1967,-77,-233
-1889,1966,-71,-249
-1888,1964,-57,-242
-1887,1964,-35,-179
-1886,1963,-58,-218
-1885,1961,265,-410
-1884,1959,-26,-412
-1883,1957,-84,-429
-1882,1956,-102,38
-1882,1954,77,-803
-1881,1951,-324,-730
-1882,1947,-529,-1074
-1884,1944,-204,-853
-1885,1941,-552,-855
-1887,1938,-551,-848
-1888,1935,-244,-456
-1890,1933,-395,-624
-1892,1931,-460,-554
-1895,1930,-816,-244
-1897,1929,-849,-158
-1900,1928,-824,-356
-1903,1928,-880,-314
-1907,1928,-706,-284
-1910,1928,-743,32
-1914,1928,-1038,76
-1918,1929,-719,-127
-1665,1929,-856,-84
-1668,1930,-866,-5
-1671,1932,-441,389
-1673,1935,-209,196
-1673,1936,15,126
-1673,1938,-338,301
-1674,1939,-537,335
-1675,1941,-621,262
-1677,1942,-423,263
-1680,1943,-457,266
-1682,1944,-388,-74
-1684,1945,-386,-85
-1686,1946,-449,142
-1687,1947,-242,-28
-1689,1949,-545,144
-1690,1951,-492,357
-1693,1953,-867,94
-1693,1952,274,-339
-1691,1952,300,-149
-1690,1951,-161,-65
-1692,1953,-527,235
-1693,1956,-168,574
-1693,1959,-291,225
-1694,1960,-365,268
-1694,1962,0,357
-1693,1964,92,144
-1693,1966,-86,164
-1692,1968,268,550
-1691,1971,268,142
-1689,1972,284,316
-1688,1974,337,-20
-1686,1975,517,-117
-1683,1975,580,26
-1680,1975,622,-336
-1677,1974,239,-365
-1675,1973,169,-237
-1672,1972,145,-243
-1670,1970,247,-481
-1668,1967,187,-801
-1666,1965,309,-482
-1665,1962,-58,-455
-1920,1960,-106,-481
-1919,1958,-83,-488
-1918,1955,302,-728
-1916,1951,357,-676
-1914,1948,375,-820
-1912,1945,197,-779
-1910,1943,245,-497
-1907,1940,525,-457
-1905,1938,516,-398
-1902,1936,229,-404
-1900,1934,242,-406
-1898,1931,129,-688
-1896,1929,-114,-401
-1896,1927,-87,-540
-1894,1926,-1,-238
-1893,1925,194,-129
-1891,1924,118,-63
-1890,1925,-25,83
-1889,1925,265,-373
-1888,1924,60,-607
-1888,1922,-136,-332
-1889,1922,-562,-272
-1891,1921,-482,-214
-1893,1920,-216,-407
-1894,2174,-131,-514
-1895,2173,-130,-525
-1895,2172,74,-284
-1894,2172,-50,-368
-1893,2172,76,-197
-1893,2170,-284,-217
-1893,2169,-135,-535
-1894,2168,-171,-521
-1895,2167,-195,-220
-1896,2166,-217,-199
-1897,2165,-249,-176
-1898,2164,-255,-171
-1899,2163,76,-372
-1900,2162,-541,-187
-1902,2161,-453,-188
-1904,2160,-507,-143
-1907,2160,-820,-382
-1910,2159,-687,-313
-1914,2159,-1086,45
-1918,2160,-1114,-107
-1666,2161,-847,50
-1669,2161,-728,-82
-1673,2162,-683,-69
-1676,2163,-677,274
-1679,2165,-390,155
-1681,2168,-310,228
-1680,2170,45,324
-1680,2171,-336,162
-1681,2174,-178,212
-1682,1920,-254,516
-1684,1923,-578,558
-1685,1926,-156,574
-1686,1929,-156,548
-1686,1931,-173,546
-1687,1934,-163,527
-1688,1937,-176,543
-1689,1939,-170,554
-1690,1942,-188,554
-1691,1945,-188,536
-1692,1948,-209,555
-1693,1950,-212,573
-1694,1953,-216,558
-1695,1956,-213,550
-1697,1959,-461,436
-1699,1962,-531,584
-1700,1965,-156,161
-1700,1967,-340,343
-1701,1968,-324,314
-1701,1970,-323,264
-1701,1971,8,-101
-1701,1972,-270,-30
-1701,1973,-285,-19
-1701,1974,-322,280
-1702,1976,-348,296
-1702,1977,-356,279
-1703,1979,-377,299
-1703,1980,-368,264
-1705,1981,-623,310
-1706,1983,-159,157
-1707,1985,-374,157
-1707,1987,-319,155
-1707,1988,-257,88
-1707,1989,-292,322
-1707,1991,53,317
-1707,1992,77,-58
-1707,1994,-119,-63
-1706,1994,-82,-61
-1705,1995,322,-121
-1703,1996,145,-91
-1701,1997,133,-101
-1699,1998,291,277
-1698,1999,-61,306
-1697,1998,-23,-588
-1696,1997,-10,-624
-1695,1996,-125,42
-1694,1998,14,615
-1695,2001,-383,182
-1696,2002,-572,-104
-1697,2003,-54,-18
-1696,2004,-127,-77
-1695,2005,-68,-72
-1694,2006,273,-64
-1693,2006,301,-61
-1691,2007,360,122
-1689,2007,200,-267
-1686,2007,236,-307
-1684,2007,246,-363
-1681,2006,631,-179
-1678,2005,590,-542
-1675,2004,180,-559
-1673,2002,371,-560
-1672,2001,321,-639
-1670,1998,263,-447
-1669,1996,-68,-497
-1668,1993,-87,-812
-1667,1991,-94,-818
-1666,1988,-106,-644
-1666,1984,104,-708
-1666,1980,5,-1058
-1666,1976,-326,-1030
-1666,1973,-131,-756
-1667,1969,-192,-702
-1668,1966,-553,-654
-1670,1963,-564,-794
-1671,1960,-396,-497
-1674,1958,-458,-452
-1676,1956,-480,-637
-1678,1954,-810,-638
-1681,1952,-780,-588
-1684,1950,-849,-602
-1687,1949,-746,-235
-1691,1948,-642,-168
-1694,1947,-498,-532
-1697,1945,-650,-815
-1699,1943,-487,-203
-1701,1942,-617,-133
-1703,1941,-514,-348
-1704,1941,-231,-330
-1705,1941,-179,-319
-1706,1940,-142,-316
-1706,1940,-358,-279
-1707,1940,-159,-308
-1708,1940,-300,-169
-1709,1938,-217,-572
-1710,1937,-624,-188
-1710,1937,23,92
-1711,1937,-154,-275
-1712,1937,-213,-209
-1713,1936,-613,-306
-1715,1936,-589,-258
-1717,1936,-546,-261
-1718,1936,-345,17
-1719,1936,-551,34
-1720,1936,-540,112
-1721,1937,-181,118
-1722,1937,-178,-71
-1723,1938,-144,-49
-1724,1939,-523,118
-1725,1940,-158,363
-1726,1942,-353,189
-1726,1945,-304,512
-1726,1947,4,529
-1726,1950,-267,387
-1726,1954,123,429
-1725,1957,-127,544
-1724,1959,-43,530
-1723,1962,293,523
-1722,1964,-39,-49
-1721,1964,-27,-55
-1720,1967,-37,392
-1719,1969,-119,205
-1719,1972,-272,165
-1718,1972,-128,-210
-1718,1971,-339,-313
-1719,1971,-551,57
-1721,1972,-597,-93
-1722,1973,-184,142
-1722,1976,-128,458
-1721,1980,-91,563
-1720,1982,110,229
-1720,1984,-281,314
-1720,1986,42,339
-1719,1988,370,132
-1716,1989,534,278
-1714,1991,228,-101
-1712,1991,219,14
-1709,1991,196,-346
-1707,1989,218,-541
-1705,1988,368,-391
-1704,1986,114,-620
-1703,1984,85,-571
-1703,1982,53,-458
-1703,1979,-260,-872
-1703,1976,-326,-815
-1703,1973,-146,-833
-1704,1971,-229,-782
-1706,1969,-206,-573
-1707,1967,-446,-408
-1710,1965,-785,-522
-1712,1964,-389,-323
-1714,1964,-391,3
-1716,1964,-430,87
-1719,1965,-645,-64
-1722,1966,-781,-1
-1724,1967,-638,-32
-1726,1969,-631,295
-1728,1970,-593,329
-1730,1973,-624,532
-1731,1975,-536,597
-1732,1978,-178,170
-1733,1980,-133,528
-1734,1983,-347,529
-1734,1986,-323,238
-1735,1989,-213,457
-1736,1992,-591,434
-1738,1995,-575,555
-1739,1998,-392,233
-1741,1999,-157,121
-1742,1999,-181,-563
-1743,1998,-505,-260
-1746,1999,-499,299
-1748,2001,-524,174
-1748,2002,13,266
-1748,2003,55,-33
-1748,2004,-285,-355
-1748,2003,42,-352
-1747,2003,-51,33
-1746,2003,290,88
-1744,2004,128,-51
-1742,2006,181,344
-1740,2007,141,352
-1739,2009,299,292
-1737,2010,263,264
-1736,2012,328,-19
-1734,2012,155,102
-1732,2013,275,-58
-1731,2014,-305,-66
-1732,2014,-153,-219
-1732,2013,82,-244
-1732,2012,98,-160
-1732,2012,-369,-41
-1732,2014,-354,632
-1733,2017,-548,326
-1735,2018,-255,-44
-1735,2019,-20,-24
-1734,2020,-26,-80
-1733,2021,-80,-96
-1732,2022,279,-78
-1730,2023,169,70
-1728,2022,204,-310
-1726,2022,188,-338
-1723,2022,152,-381
-1721,2021,582,-244
-1718,2020,220,-538
